research.question,sub.research.question,repeat.for.variable,independent.variable,independent.variable.type,dependent.variable,dependent.variable.type,hypothesis.type
education,inscription,admin_0,NA,NA,sum_educ_3_presence_18_19_non,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_agegrp_4_18,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_agegrp_0_17_femmes,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_agegrp_0_17_hommes,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_agegrp_18plus_femmes,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_agegrp_18plus_hommes,numerical,direct_reporting
education,barriere_ecole,admin_0,NA,NA,educ_5_ecole_acces_1,categorical,direct_reporting
education,barriere_ecole,admin_0,NA,NA,educ_5_ecole_acces_2,categorical,direct_reporting
education,barriere_ecole,admin_0,NA,NA,educ_5_ecole_acces_3,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,bache,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,kit_cuisine,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,habits_femmes_enfants,categorical,direct_reporting
protection,documentation,admin_0,NA,NA,doc_legale,categorical,direct_reporting
protection,documentation,admin_0,NA,NA,doc_legale_nb_filles,numerical,direct_reporting
protection,documentation,admin_0,NA,NA,doc_legale_nb_garcons,numerical,direct_reporting
protection,documentation,admin_0,NA,NA,doc_legale_nb_femmes,numerical,direct_reporting
protection,documentation,admin_0,NA,NA,doc_legale_nb_hommes,numerical,direct_reporting
protection,documentation,admin_0,NA,NA,doc_propriete,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,semence,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,outils_aratoires,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,cendres,categorical,direct_reporting
nfi,item_list,admin_0,NA,NA,savon_toilette_azur,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,savon_lessive,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,pot,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,gobelet,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,serviette_hyg,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,bidons_cap,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_seaux,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_mousticaire,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_casseroles,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_couchage,numerical,direct_reporting
nfi,item_list,admin_0,NA,NA,nb_draps,numerical,direct_reporting
abris,abris,admin_0,NA,NA,nfi_2_type_abri,categorical,direct_reporting
abris,abris,admin_0,NA,NA,nfi_propr_abri_propre,categorical,direct_reporting
abris,abris,admin_0,NA,NA,nfi_propr_abri,categorical,direct_reporting
abris,abris,admin_0,NA,NA,nfi_4_personnes_abri,numerical,direct_reporting
abris,abris,admin_0,NA,NA,nfi_5_taille_abri,numerical,direct_reporting
mssc,revenus,admin_0,NA,NA,mssc_1_revenu,categorical,direct_reporting
mssc,revenus,admin_0,NA,NA,mssc_2_source_rev_1,categorical,direct_reporting
mssc,revenus,admin_0,NA,NA,mssc_2_source_rev_2,categorical,direct_reporting
mssc,revenus,admin_0,NA,NA,mssc_2_source_rev_3,categorical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_alim,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_elec,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_eau,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_logement,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_tel,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_comb,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_transport,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_hyg,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_dep_30j_tabac_alc,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_depense_totale,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_1_revenu_total_max,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_3_depense_totale_note,categorical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_sante,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_vet,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_educ,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_dettes,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_construction_log,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_fete,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_intr_agr,numerical,direct_reporting
mssc,depenses,admin_0,NA,NA,mssc_4_dep_6m_intr_el,numerical,direct_reporting
mssc,groupement,admin_0,NA,NA,mssc_6_membres_assoc,categorical,direct_reporting
mssc,groupement,admin_0,NA,NA,mssc_7_acces_forma_prof,categorical,direct_reporting
mssc,groupement,admin_0,NA,NA,secal_1_cereales,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_cereales,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_legumineuse,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_legumineuse,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_lait,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_lait,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_viande,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_viande,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_legumes,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_legumes,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_fruits,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_fruits,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_huile,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_huile,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_sucre,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_sucre,categorical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_1_epices,numerical,direct_reporting
sec_al,fcs_acq,admin_0,NA,NA,secal_2_epices,categorical,direct_reporting
sec_al,fcs,admin_0,NA,NA,fcs_score,numerical,direct_reporting
sec_al,hhs,admin_0,NA,NA,secal_3_hhs,categorical,direct_reporting
sec_al,hhs,admin_0,NA,NA,secal_3_hhs_nb,categorical,direct_reporting
sec_al,hhs,admin_0,NA,NA,secal_4_hhs,categorical,direct_reporting
sec_al,hhs,admin_0,NA,NA,secal_4_hhs_nb,categorical,direct_reporting
sec_al,hhs,admin_0,NA,NA,secal_5_hhs,categorical,direct_reporting
sec_al,hhs,admin_0,NA,NA,secal_5_hhs_nb,categorical,direct_reporting
sec_al,agri,admin_0,NA,NA,secal_6_agric,categorical,direct_reporting
sec_al,agri,admin_0,NA,NA,secal_6_agric_raisons_1,categorical,direct_reporting
sec_al,agri,admin_0,NA,NA,secal_6_agric_raisons_2,categorical,direct_reporting
sec_al,agri,admin_0,NA,NA,secal_6_agric_raisons_3,categorical,direct_reporting
sec_al,marche,admin_0,NA,NA,secal_9_acces_marche,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_1_source_boisson,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_2_source_autre_usage,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_4_temps,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_5_saison_seche,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_6_nb_bidons,numerical,direct_reporting
wash,acces_eau,admin_0,NA,NA,volume_total_recipients,numerical,direct_reporting
wash,acces_eau,admin_0,NA,NA,volume_total_recipients_pp,numerical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_9_insuff_raisons_1,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_9_insuff_raisons_2,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_9_insuff_raisons_3,categorical,direct_reporting
wash,acces_eau,admin_0,NA,NA,wash_9_insuff_raisons_certains_groupes,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_10_infra_sanit,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_11_sanit_partagee,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_12_sanit_partagee_par_genre,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_13_sanit_partagee_espace_femmes,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_14_suffisant,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_15_insuff_raisons_1,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_15_insuff_raisons_2,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_15_insuff_raisons_3,categorical,direct_reporting
wash,assainissement,admin_0,NA,NA,wash_15_insuff_raisons_certains_groupes,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_18_lavage_main_moment,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_19_lavage_main_moyens,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_20_dechets,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_20_excrements,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_20_eau_stagnante,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_20_animaux_morts,categorical,direct_reporting
wash,hygiene,admin_0,NA,NA,wash_20_rongeurs,categorical,direct_reporting
wash,inquietude,admin_0,NA,NA,wash_21_wash_inquiet_1,categorical,direct_reporting
wash,inquietude,admin_0,NA,NA,wash_21_wash_inquiet_2,categorical,direct_reporting
wash,inquietude,admin_0,NA,NA,wash_21_wash_inquiet_3,categorical,direct_reporting
sante,membre_decede,admin_0,NA,NA,sante_5_deces,categorical,direct_reporting
sante,membre_decede,admin_0,NA,NA,sante_5_deces_relation,categorical,direct_reporting
sante,membre_decede,admin_0,NA,NA,sante_5_deces_age,numerical,direct_reporting
sante,membre_decede,admin_0,NA,NA,sante_5_deces_sexe,categorical,direct_reporting
sante,membre_decede,admin_0,NA,NA,sante_5_deces_cause,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_2_femmes,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_2_femmes_risque,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_2_femmes_risque.rumeurs_attaques,numerical,direct_reporting
protection,securite,admin_0,NA,NA,protect_2_hommes,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_2_hommes_risque,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_2_hommes_risque.rumeurs_attaques,numerical,direct_reporting
protection,securite,admin_0,NA,NA,protect_3_filles,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_3_filles_risque,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_3_filles_risque.rumeurs_attaques,numerical,direct_reporting
protection,securite,admin_0,NA,NA,protect_3_garcons,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_3_garcons_risque,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_3_garcons_risque.rumeurs_attaques,numerical,direct_reporting
protection,securite,admin_0,NA,NA,protect_4,categorical,direct_reporting
protection,securite,admin_0,NA,NA,protect_5_travail_force,categorical,direct_reporting
protection,traumatisme,admin_0,NA,NA,protect_11,categorical,direct_reporting
protection,traumatisme,admin_0,NA,NA,protect_11_1,numerical,direct_reporting
protection,traumatisme,admin_0,NA,NA,protect_11_2,numerical,direct_reporting
protection,mecanisme,admin_0,NA,NA,protect_13,categorical,direct_reporting
protection,mecanisme,admin_0,NA,NA,coping_1_aliments_moins_preferes,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_1_1_aliments_moins_preferes_jours,numerical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_6_emprunt_nourriture_argent,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_6_1_emprunter_nourriture_argent_jours,numerical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_3_diminution_quantite,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_3_1_diminution_quantite_jours,numerical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_2_restriction_adultes,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_2_1_restriction_nourriture_adultes_jours,numerical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_8_reduction_repas,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_8_1_reduction_repas_jours,numerical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_4_reduction_eau_domestique,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_4_1_reduction_eau_domestique_jours,numerical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_5_utilisation_eau_non_sure,categorical,direct_reporting
sec_al,coping_strategie,admin_0,NA,NA,coping_5_1_utilisation_eau_non_sure_jours,numerical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_actifs_non_prod,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_actifs_prod,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_reduire_dep,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_dep_epargne,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_emprunter,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_retirer_ecole,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_vendre_maison,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_activites_risquees,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_mendier,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_vendre_animaux,categorical,direct_reporting
sec_al,LCS,admin_0,NA,NA,secal_11_lcs_consommer_semences,categorical,direct_reporting
AAP,AAP,admin_0,NA,NA,aap_1_source_confiance,categorical,direct_reporting
AAP,AAP,admin_0,NA,NA,aap_2_type_information,categorical,direct_reporting
AAP,AAP,admin_0,NA,NA,aap_3_canal_information,categorical,direct_reporting
AAP,AAP,admin_0,NA,NA,aap_4_retour_fournisseurs_aide,categorical,direct_reporting
prio,prio,admin_0,NA,NA,rep_souhaitee_1,categorical,direct_reporting
prio,prio,admin_0,NA,NA,rep_souhaitee_2,categorical,direct_reporting
prio,prio,admin_0,NA,NA,rep_souhaitee_3,categorical,direct_reporting
prio,prio,admin_0,NA,NA,educ_6_reponse_1,categorical,direct_reporting
prio,prio,admin_0,NA,NA,educ_6_reponse_2,categorical,direct_reporting
prio,prio,admin_0,NA,NA,educ_6_reponse_3,categorical,direct_reporting
prio,prio,admin_0,NA,NA,nfi_7_assistance_1,categorical,direct_reporting
prio,prio,admin_0,NA,NA,nfi_7_assistance_2,categorical,direct_reporting
prio,prio,admin_0,NA,NA,nfi_7_assistance_3,categorical,direct_reporting
prio,prio,admin_0,NA,NA,secal_13_reponse_1,categorical,direct_reporting
prio,prio,admin_0,NA,NA,secal_13_reponse_2,categorical,direct_reporting
prio,prio,admin_0,NA,NA,secal_13_reponse_3,categorical,direct_reporting
prio,prio,admin_0,NA,NA,wash_22_wash_reponse_1,categorical,direct_reporting
prio,prio,admin_0,NA,NA,wash_22_wash_reponse_2,categorical,direct_reporting
prio,prio,admin_0,NA,NA,wash_22_wash_reponse_3,categorical,direct_reporting
prio,prio,admin_0,NA,NA,sante_7_reponse_1,categorical,direct_reporting
prio,prio,admin_0,NA,NA,sante_7_reponse_2,categorical,direct_reporting
prio,prio,admin_0,NA,NA,sante_7_reponse_3,categorical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.aucune,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.fe,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.fa,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.handi_phy,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.handi_ment,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.handi,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.es,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.ena,numerical,direct_reporting
info_gen,comp_hh,admin_0,NA,NA,sum_ig_7_gr_vulnerable.nsp,numerical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sum_sante_1_accouch_cs,numerical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sum_sante_1_accouch_maison,numerical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sum_sante_1_accouch_autre,numerical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sum_sante_1_accouch_nsp,numerical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sante_1_accouch_maison_raison,categorical,direct_reporting
sante,acces_mat,admin_0,NA,NA,sante_1_accouch_maison_raison_autre,categorical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_malade_oui,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_malade_non,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_malade_nsp,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_soin_recu_oui_autre,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_soin_recu_oui_cs,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_soin_recu_oui_maison,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_2_soin_recu_non,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_non_autre,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_infra_detruite_ca,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_infra_detruite_nat,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_infra_inexis,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_infra_trop_loin,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_insecurite,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_medic_indisp,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_nsp,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_qualite_trop_faible,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_staff_indisp,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_3_soin_non_recu_trop_cher,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_autre_filles,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_autre_garcons,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_diarrhee_filles,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_diarrhee_garcons,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_toux_filles,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_toux_garcons,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_fievre_filles,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_fievre_garcons,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_oui_nsp_filles,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_4_0_4_malades_oui_nsp_garcons,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.palu_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.palu_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.palu_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.palu_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.infec_resp_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.infec_resp_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.infec_resp_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.infec_resp_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.diarrhee_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.diarrhee_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.diarrhee_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.diarrhee_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.rougeole_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.rougeole_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.rougeole_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.rougeole_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.hepat_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.hepat_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.hepat_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.hepat_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.cholera_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.cholera_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.cholera_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.cholera_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.vih_sida_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.vih_sida_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.vih_sida_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.vih_sida_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.mening_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.mening_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.mening_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.mening_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.autre_femmes_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.autre_femmes_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.autre_garcons_5_17,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.autre_garcons_18plus,numerical,direct_reporting
sante,membres_malades,admin_0,NA,NA,sum_sante_5_5plus_malades.nsp_femmes_5_17,numerical,direct_reporting
